BinaryPropagations,BoolPropagations,ExitCode,Propagations,Restarts,SATClauses,SATVars,SavileRowClauseOut,SavileRowTimeOut,SavileRowTotalTime,SolverMemOut,SolverNodes,SolverSatisfiable,SolverTimeOut,SolverTotalTime,TheoryPropagations,configuration,instance,problem,seed
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data1900,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.004,NA,NA,NA,NA,3600,NA,smt-idl-nested,data1900,JPEncoding,3
NA,2908310,Success,NA,2,37027,19400,0,0,82.617,0,141714,1,0,2.649,0,smt-lia-flat,data1900,JPEncoding,3
NA,2850039,Success,NA,2,29180,11553,0,0,81.169,0,143978,1,0,2.793,0,smt-lia-nested,data1900,JPEncoding,3
30505284,NA,Success,36035578,5,37027,19400,0,0,81.101,NA,1053286,1,NA,327.42,NA,smt-nia-flat,data1900,JPEncoding,3
30046110,NA,Success,36232772,6,29180,11553,0,0,86.635,NA,1199785,1,NA,281.56,NA,smt-nia-nested,data1900,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3.601,NA,NA,NA,NA,3600,NA,fzn2omt-bv-mathsat,data1900,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,44.479,NA,NA,1,0,9.659,NA,fzn2omt-int-mathsat,data1900,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,47.941,NA,NA,1,0,48.225,NA,fzn2omt-int-z3,data1900,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data1900,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,107.008,NA,NA,1,0,168.454,NA,chuffed,data1900,JPEncoding,8
NA,NA,Success,NA,NA,29180,11553,0,0,80.312,NA,NA,1,NA,455.82,NA,smt-bv-nested-z3,data1900,JPEncoding,8
NA,NA,Success,NA,NA,29180,11553,0,0,84.848,NA,NA,1,NA,467.40,NA,smt-bv-nested-z3-pairwisealldiff,data1900,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.005,NA,NA,NA,NA,3600,NA,smt-idl-flat,data1900,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-nested,data1900,JPEncoding,8
NA,2919129,Success,NA,2,37027,19400,0,0,80.366,0,140374,1,0,2.713,0,smt-lia-flat,data1900,JPEncoding,8
NA,2706634,Success,NA,2,29180,11553,0,0,82.276,0,137427,1,0,2.477,0,smt-lia-nested,data1900,JPEncoding,8
30505284,NA,Success,36035578,5,37027,19400,0,0,82.188,NA,1053286,1,NA,339.68,NA,smt-nia-flat,data1900,JPEncoding,8
30046110,NA,Success,36232772,6,29180,11553,0,0,82.164,NA,1199785,1,NA,280.79,NA,smt-nia-nested,data1900,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,45.289,NA,NA,1,0,9.688,NA,fzn2omt-int-mathsat,data1900,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,50.281,NA,NA,1,0,50.433,NA,fzn2omt-int-z3,data1900,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,7.273,NA,NA,1,0,2.54,NA,chuffed,data200,JPEncoding,1
NA,NA,Success,NA,NA,4685,2373,0,0,5.87,NA,NA,1,NA,73.862155522,NA,smt-bv-flat,data200,JPEncoding,1
NA,NA,Success,NA,NA,3683,1371,0,0,6.038,NA,NA,1,NA,26.85860061,NA,smt-bv-nested,data200,JPEncoding,1
NA,NA,Success,NA,NA,3683,1371,0,0,6.379,NA,NA,1,NA,3.79,NA,smt-bv-nested-z3,data200,JPEncoding,1
NA,NA,Success,NA,NA,3683,1371,0,0,6.303,NA,NA,1,NA,4.09,NA,smt-bv-nested-z3-pairwisealldiff,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.004,NA,NA,NA,NA,3600,NA,smt-idl-nested,data200,JPEncoding,1
NA,96411,Success,NA,0,4685,2373,0,0,6.048,0,3701,1,0,0.133,0,smt-lia-flat,data200,JPEncoding,1
NA,112265,Success,NA,0,3683,1371,0,0,6.013,0,4552,1,0,0.124,0,smt-lia-nested,data200,JPEncoding,1
687656,NA,Success,812325,1,4685,2373,0,0,5.984,NA,23127,1,NA,11.40,NA,smt-nia-flat,data200,JPEncoding,1
585998,NA,Success,680800,2,3683,1371,0,0,6.216,NA,26661,1,NA,16.07,NA,smt-nia-nested,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,6.877,NA,NA,1,0,23.908,NA,fzn2omt-bv-mathsat,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,7.36,NA,NA,1,0,521.254,NA,fzn2omt-bv-z3,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3.601,NA,NA,NA,NA,3600,NA,fzn2omt-int-mathsat,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,6.746,NA,NA,1,0,2.457,NA,fzn2omt-int-z3,data200,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.002,NA,NA,NA,NA,3600,NA,sat,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,7.613,NA,NA,1,0,2.461,NA,chuffed,data200,JPEncoding,3
NA,NA,Success,NA,NA,4685,2373,0,0,6.354,NA,NA,1,NA,72.348833116,NA,smt-bv-flat,data200,JPEncoding,3
NA,NA,Success,NA,NA,3683,1371,0,0,6.934,NA,NA,1,NA,28.49777669,NA,smt-bv-nested,data200,JPEncoding,3
NA,NA,Success,NA,NA,3683,1371,0,0,6.066,NA,NA,1,NA,3.67,NA,smt-bv-nested-z3,data200,JPEncoding,3
NA,NA,Success,NA,NA,3683,1371,0,0,6.049,NA,NA,1,NA,3.69,NA,smt-bv-nested-z3-pairwisealldiff,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.002,NA,NA,NA,NA,3600,NA,smt-idl-flat,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.002,NA,NA,NA,NA,3600,NA,smt-idl-nested,data200,JPEncoding,3
NA,132529,Success,NA,0,4685,2373,0,0,5.874,0,4886,1,0,0.140,0,smt-lia-flat,data200,JPEncoding,3
NA,121076,Success,NA,0,3683,1371,0,0,5.974,0,4530,1,0,0.136,0,smt-lia-nested,data200,JPEncoding,3
687656,NA,Success,812325,1,4685,2373,0,0,6.032,NA,23127,1,NA,11.94,NA,smt-nia-flat,data200,JPEncoding,3
585998,NA,Success,680800,2,3683,1371,0,0,5.763,NA,26661,1,NA,15.93,NA,smt-nia-nested,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,6.801,NA,NA,1,0,46.016,NA,fzn2omt-bv-mathsat,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,6.449,NA,NA,1,0,529.597,NA,fzn2omt-bv-z3,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,6.379,NA,NA,1,0,0.819,NA,fzn2omt-int-mathsat,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,6.506,NA,NA,1,0,2.596,NA,fzn2omt-int-z3,data200,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,8.296,NA,NA,1,0,2.829,NA,chuffed,data200,JPEncoding,8
NA,NA,Success,NA,NA,4685,2373,0,0,5.828,NA,NA,1,NA,71.451215258,NA,smt-bv-flat,data200,JPEncoding,8
NA,NA,Success,NA,NA,3683,1371,0,0,6.224,NA,NA,1,NA,27.790088444,NA,smt-bv-nested,data200,JPEncoding,8
NA,NA,Success,NA,NA,3683,1371,0,0,5.924,NA,NA,1,NA,3.58,NA,smt-bv-nested-z3,data200,JPEncoding,8
NA,NA,Success,NA,NA,3683,1371,0,0,6.458,NA,NA,1,NA,3.67,NA,smt-bv-nested-z3-pairwisealldiff,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.005,NA,NA,NA,NA,3600,NA,smt-idl-flat,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.002,NA,NA,NA,NA,3600,NA,smt-idl-nested,data200,JPEncoding,8
NA,128125,Success,NA,0,4685,2373,0,0,5.735,0,4632,1,0,0.135,0,smt-lia-flat,data200,JPEncoding,8
NA,120921,Success,NA,0,3683,1371,0,0,5.897,0,4558,1,0,0.132,0,smt-lia-nested,data200,JPEncoding,8
687656,NA,Success,812325,1,4685,2373,0,0,5.923,NA,23127,1,NA,11.61,NA,smt-nia-flat,data200,JPEncoding,8
585998,NA,Success,680800,2,3683,1371,0,0,6.236,NA,26661,1,NA,17.05,NA,smt-nia-nested,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,6.639,NA,NA,1,0,155.562,NA,fzn2omt-bv-mathsat,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,6.919,NA,NA,1,0,543.346,NA,fzn2omt-bv-z3,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,6.754,NA,NA,1,0,0.713,NA,fzn2omt-int-mathsat,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,7.096,NA,NA,1,0,2.535,NA,fzn2omt-int-z3,data200,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data300,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,13.148,NA,NA,1,0,6.079,NA,chuffed,data300,JPEncoding,1
NA,NA,Success,NA,NA,6307,3315,0,0,9.199,NA,NA,1,NA,101.532182397,NA,smt-bv-flat,data300,JPEncoding,1
NA,NA,Success,NA,NA,4991,1999,0,0,8.745,NA,NA,1,NA,103.759667674,NA,smt-bv-nested,data300,JPEncoding,1
NA,NA,Success,NA,NA,4991,1999,0,0,9.828,NA,NA,1,NA,12.36,NA,smt-bv-nested-z3,data300,JPEncoding,1
NA,NA,Success,NA,NA,4991,1999,0,0,10.305,NA,NA,1,NA,11.94,NA,smt-bv-nested-z3-pairwisealldiff,data300,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.005,NA,NA,NA,NA,3600,NA,smt-idl-flat,data300,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.002,NA,NA,NA,NA,3600,NA,smt-idl-nested,data300,JPEncoding,1
NA,186589,Success,NA,0,6307,3315,0,0,8.655,0,7140,1,0,0.193,0,smt-lia-flat,data300,JPEncoding,1
NA,168144,Success,NA,0,4991,1999,0,0,9.214,0,6660,1,0,0.196,0,smt-lia-nested,data300,JPEncoding,1
2411262,NA,Success,2824494,3,6307,3315,0,0,9.056,NA,83850,1,NA,17.80,NA,smt-nia-flat,data300,JPEncoding,1
2362702,NA,Success,2762164,4,4991,1999,0,0,8.7,NA,98538,1,NA,17.76,NA,smt-nia-nested,data300,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,9.191,NA,NA,1,0,114.966,NA,fzn2omt-bv-mathsat,data300,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,10.676,NA,NA,1,0,1.125,NA,fzn2omt-int-mathsat,data300,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,9.302,NA,NA,1,0,3.797,NA,fzn2omt-int-z3,data300,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data300,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,11.449,NA,NA,1,0,4.916,NA,chuffed,data300,JPEncoding,3
NA,NA,Success,NA,NA,6307,3315,0,0,9.129,NA,NA,1,NA,101.741989084,NA,smt-bv-flat,data300,JPEncoding,3
NA,NA,Success,NA,NA,4991,1999,0,0,8.942,NA,NA,1,NA,101.818878358,NA,smt-bv-nested,data300,JPEncoding,3
NA,NA,Success,NA,NA,4991,1999,0,0,9.886,NA,NA,1,NA,11.69,NA,smt-bv-nested-z3,data300,JPEncoding,3
NA,NA,Success,NA,NA,4991,1999,0,0,10.011,NA,NA,1,NA,12.16,NA,smt-bv-nested-z3-pairwisealldiff,data300,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data300,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-nested,data300,JPEncoding,3
NA,165179,Success,NA,0,6307,3315,0,0,8.978,0,6465,1,0,0.178,0,smt-lia-flat,data300,JPEncoding,3
NA,163196,Success,NA,0,4991,1999,0,0,9.777,0,6688,1,0,0.156,0,smt-lia-nested,data300,JPEncoding,3
2401923,NA,Success,2813205,3,6307,3315,0,0,8.607,NA,83501,1,NA,17.42,NA,smt-nia-flat,data300,JPEncoding,3
2260089,NA,Success,2638197,4,4991,1999,0,0,9.945,NA,93328,1,NA,18.73,NA,smt-nia-nested,data300,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,9.621,NA,NA,1,0,87.87,NA,fzn2omt-bv-mathsat,data300,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,9.302,NA,NA,1,0,1.031,NA,fzn2omt-int-mathsat,data300,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,9.776,NA,NA,1,0,3.272,NA,fzn2omt-int-z3,data300,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,10.784,NA,NA,1,0,4.633,NA,chuffed,data300,JPEncoding,8
NA,NA,Success,NA,NA,6307,3315,0,0,8.589,NA,NA,1,NA,99.277778448,NA,smt-bv-flat,data300,JPEncoding,8
NA,NA,Success,NA,NA,4991,1999,0,0,9.222,NA,NA,1,NA,102.480777405,NA,smt-bv-nested,data300,JPEncoding,8
NA,NA,Success,NA,NA,4991,1999,0,0,10.179,NA,NA,1,NA,11.27,NA,smt-bv-nested-z3,data300,JPEncoding,8
NA,NA,Success,NA,NA,4991,1999,0,0,9.949,NA,NA,1,NA,11.99,NA,smt-bv-nested-z3-pairwisealldiff,data300,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data300,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-nested,data300,JPEncoding,8
NA,165665,Success,NA,0,6307,3315,0,0,8.938,0,6378,1,0,0.198,0,smt-lia-flat,data300,JPEncoding,8
NA,173507,Success,NA,0,4991,1999,0,0,8.925,0,7014,1,0,0.195,0,smt-lia-nested,data300,JPEncoding,8
2357283,NA,Success,2759919,2,6307,3315,0,0,9.406,NA,81891,1,NA,17.82,NA,smt-nia-flat,data300,JPEncoding,8
2374691,NA,Success,2776798,4,4991,1999,0,0,9.68,NA,99147,1,NA,18.39,NA,smt-nia-nested,data300,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,9.651,NA,NA,1,0,132.408,NA,fzn2omt-bv-mathsat,data300,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,9.076,NA,NA,1,0,1.063,NA,fzn2omt-int-mathsat,data300,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,9.58,NA,NA,1,0,3.583,NA,fzn2omt-int-z3,data300,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data400,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,27.742,NA,NA,1,0,12.675,NA,chuffed,data400,JPEncoding,1
NA,NA,Success,NA,NA,12438,6383,0,0,16.566,NA,NA,1,NA,1354.445678199,NA,smt-bv-flat,data400,JPEncoding,1
NA,NA,Success,NA,NA,9784,3729,0,0,16.897,NA,NA,1,NA,649.351794493,NA,smt-bv-nested,data400,JPEncoding,1
NA,NA,Success,NA,NA,9784,3729,0,0,18.535,NA,NA,1,NA,14.56,NA,smt-bv-nested-z3,data400,JPEncoding,1
NA,NA,Success,NA,NA,9784,3729,0,0,18.563,NA,NA,1,NA,15.38,NA,smt-bv-nested-z3-pairwisealldiff,data400,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.006,NA,NA,NA,NA,3600,NA,smt-idl-flat,data400,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.004,NA,NA,NA,NA,3600,NA,smt-idl-nested,data400,JPEncoding,1
NA,595239,Success,NA,1,12438,6383,0,0,17.013,0,23970,1,0,0.628,0,smt-lia-flat,data400,JPEncoding,1
NA,644849,Success,NA,1,9784,3729,0,0,17.572,0,26724,1,0,0.476,0,smt-lia-nested,data400,JPEncoding,1
4770995,NA,Success,5620853,3,12438,6383,0,0,17.051,NA,164476,1,NA,15.43,NA,smt-nia-flat,data400,JPEncoding,1
3976391,NA,Success,4727207,3,9784,3729,0,0,18.131,NA,158938,1,NA,13.79,NA,smt-nia-nested,data400,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,17.163,NA,NA,1,0,2968.072,NA,fzn2omt-bv-mathsat,data400,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,18.836,NA,NA,1,0,2.582,NA,fzn2omt-int-mathsat,data400,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,25.2,NA,NA,1,0,8.089,NA,fzn2omt-int-z3,data400,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.004,NA,NA,NA,NA,3600,NA,sat,data400,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,21.734,NA,NA,1,0,10.254,NA,chuffed,data400,JPEncoding,3
NA,NA,Success,NA,NA,12438,6383,0,0,17.922,NA,NA,1,NA,1359.723870237,NA,smt-bv-flat,data400,JPEncoding,3
NA,NA,Success,NA,NA,9784,3729,0,0,18.397,NA,NA,1,NA,681.265888687,NA,smt-bv-nested,data400,JPEncoding,3
NA,NA,Success,NA,NA,9784,3729,0,0,19.306,NA,NA,1,NA,15.17,NA,smt-bv-nested-z3,data400,JPEncoding,3
NA,NA,Success,NA,NA,9784,3729,0,0,17.778,NA,NA,1,NA,14.85,NA,smt-bv-nested-z3-pairwisealldiff,data400,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data400,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-nested,data400,JPEncoding,3
NA,662529,Success,NA,1,12438,6383,0,0,17.048,0,26590,1,0,0.544,0,smt-lia-flat,data400,JPEncoding,3
NA,656909,Success,NA,1,9784,3729,0,0,17.766,0,27407,1,0,0.457,0,smt-lia-nested,data400,JPEncoding,3
3868741,NA,Success,4576088,3,12438,6383,0,0,18.196,NA,136569,1,NA,14.65,NA,smt-nia-flat,data400,JPEncoding,3
4009370,NA,Success,4764731,3,9784,3729,0,0,17.728,NA,159864,1,NA,13.94,NA,smt-nia-nested,data400,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,17.078,NA,NA,1,0,2160.848,NA,fzn2omt-bv-mathsat,data400,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,17.203,NA,NA,1,0,1.911,NA,fzn2omt-int-mathsat,data400,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,15.594,NA,NA,1,0,7.485,NA,fzn2omt-int-z3,data400,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.004,NA,NA,NA,NA,3600,NA,sat,data400,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,23.33,NA,NA,1,0,11.873,NA,chuffed,data400,JPEncoding,8
NA,NA,Success,NA,NA,12438,6383,0,0,17.876,NA,NA,1,NA,1374.855999884,NA,smt-bv-flat,data400,JPEncoding,8
NA,NA,Success,NA,NA,9784,3729,0,0,18.553,NA,NA,1,NA,661.629765156,NA,smt-bv-nested,data400,JPEncoding,8
NA,NA,Success,NA,NA,9784,3729,0,0,17.651,NA,NA,1,NA,15.57,NA,smt-bv-nested-z3,data400,JPEncoding,8
NA,NA,Success,NA,NA,9784,3729,0,0,17.918,NA,NA,1,NA,16.03,NA,smt-bv-nested-z3-pairwisealldiff,data400,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data400,JPEncoding,8
NA,680780,Success,NA,1,12438,6383,0,0,15.81,0,27044,1,0,0.523,0,smt-lia-flat,data400,JPEncoding,8
NA,635572,Success,NA,1,9784,3729,0,0,16.782,0,26806,1,0,0.487,0,smt-lia-nested,data400,JPEncoding,8
4387547,NA,Success,5218219,3,12438,6383,0,0,18.472,NA,157188,1,NA,15.86,NA,smt-nia-flat,data400,JPEncoding,8
3888622,NA,Success,4630163,3,9784,3729,0,0,17.625,NA,156640,1,NA,14.60,NA,smt-nia-nested,data400,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3.606,NA,NA,NA,NA,3600,NA,fzn2omt-bv-mathsat,data400,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3.602,NA,NA,NA,NA,3600,NA,fzn2omt-bv-z3,data400,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,17.049,NA,NA,1,0,1.948,NA,fzn2omt-int-mathsat,data400,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,16.168,NA,NA,1,0,7.359,NA,fzn2omt-int-z3,data400,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data800,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,32.08,NA,NA,1,0,44.675,NA,chuffed,data800,JPEncoding,1
NA,NA,Success,NA,NA,14362,7722,0,0,24.479,NA,NA,1,NA,1627.349673392,NA,smt-bv-flat,data800,JPEncoding,1
NA,NA,Success,NA,NA,11383,4743,0,0,22.498,NA,NA,1,NA,15.19,NA,smt-bv-nested-z3,data800,JPEncoding,1
NA,NA,Success,NA,NA,11383,4743,0,0,23.867,NA,NA,1,NA,15.07,NA,smt-bv-nested-z3-pairwisealldiff,data800,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data800,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-nested,data800,JPEncoding,1
NA,569046,Success,NA,1,14362,7722,0,0,23.631,0,27492,1,0,0.603,0,smt-lia-flat,data800,JPEncoding,1
NA,560389,Success,NA,1,11383,4743,0,0,23.384,0,27545,1,0,0.483,0,smt-lia-nested,data800,JPEncoding,1
5606981,NA,Success,6558325,3,14362,7722,0,0,24.254,NA,194500,1,NA,29.58,NA,smt-nia-flat,data800,JPEncoding,1
8182507,NA,Success,9825587,4,11383,4743,0,0,21.57,NA,328916,1,NA,28.36,NA,smt-nia-nested,data800,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,0,20.067,NA,NA,1,0,3.046,NA,fzn2omt-int-mathsat,data800,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3.676,NA,NA,NA,NA,3600,NA,fzn2omt-int-z3,data800,JPEncoding,1
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data800,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,29.309,NA,NA,1,0,41.886,NA,chuffed,data800,JPEncoding,3
NA,NA,Success,NA,NA,14362,7722,0,0,23.037,NA,NA,1,NA,1636.069691566,NA,smt-bv-flat,data800,JPEncoding,3
NA,NA,Success,NA,NA,11383,4743,0,0,22.339,NA,NA,0,NA,3600.039734291,NA,smt-bv-nested,data800,JPEncoding,3
NA,NA,Success,NA,NA,11383,4743,0,0,23.644,NA,NA,1,NA,15.09,NA,smt-bv-nested-z3,data800,JPEncoding,3
NA,NA,Success,NA,NA,11383,4743,0,0,24.941,NA,NA,1,NA,15.58,NA,smt-bv-nested-z3-pairwisealldiff,data800,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.004,NA,NA,NA,NA,3600,NA,smt-idl-flat,data800,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-nested,data800,JPEncoding,3
NA,583861,Success,NA,1,14362,7722,0,0,24.483,0,27364,1,0,0.537,0,smt-lia-flat,data800,JPEncoding,3
NA,499917,Success,NA,1,11383,4743,0,0,24.092,0,25124,1,0,0.482,0,smt-lia-nested,data800,JPEncoding,3
5210286,NA,Success,6049892,3,14362,7722,0,0,24.261,NA,182619,1,NA,28.81,NA,smt-nia-flat,data800,JPEncoding,3
8292008,NA,Success,9972276,4,11383,4743,0,0,23.925,NA,329604,1,NA,29.66,NA,smt-nia-nested,data800,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,20.629,NA,NA,1,0,2.767,NA,fzn2omt-int-mathsat,data800,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,0,19.98,NA,NA,1,0,8.047,NA,fzn2omt-int-z3,data800,JPEncoding,3
NA,NA,Success,NA,NA,NA,NA,0,1,3600.004,NA,NA,NA,NA,3600,NA,sat,data800,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,32.101,NA,NA,1,0,44.0,NA,chuffed,data800,JPEncoding,8
NA,NA,Success,NA,NA,14362,7722,0,0,25.131,NA,NA,1,NA,1625.274171647,NA,smt-bv-flat,data800,JPEncoding,8
NA,NA,Success,NA,NA,11383,4743,0,0,23.03,NA,NA,0,NA,3600.033439781,NA,smt-bv-nested,data800,JPEncoding,8
NA,NA,Success,NA,NA,11383,4743,0,0,23.966,NA,NA,1,NA,15.22,NA,smt-bv-nested-z3,data800,JPEncoding,8
NA,NA,Success,NA,NA,11383,4743,0,0,24.284,NA,NA,1,NA,15.92,NA,smt-bv-nested-z3-pairwisealldiff,data800,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-flat,data800,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,smt-idl-nested,data800,JPEncoding,8
NA,567780,Success,NA,1,14362,7722,0,0,23.853,0,27280,1,0,0.585,0,smt-lia-flat,data800,JPEncoding,8
NA,510901,Success,NA,1,11383,4743,0,0,22.509,0,25294,1,0,0.461,0,smt-lia-nested,data800,JPEncoding,8
7144755,NA,Success,8313865,4,14362,7722,0,0,25.692,NA,251973,1,NA,36.55,NA,smt-nia-flat,data800,JPEncoding,8
8291476,NA,Success,9955278,4,11383,4743,0,0,22.81,NA,332838,1,NA,28.03,NA,smt-nia-nested,data800,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3.605,NA,NA,NA,NA,3600,NA,fzn2omt-int-mathsat,data800,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,0,19.508,NA,NA,1,0,8.764,NA,fzn2omt-int-z3,data800,JPEncoding,8
NA,NA,Success,NA,NA,NA,NA,0,1,3600.003,NA,NA,NA,NA,3600,NA,sat,data900,JPEncoding,1
