BinaryPropagations,BoolPropagations,ExitCode,Propagations,Restarts,SATClauses,SATVars,SavileRowClauseOut,SavileRowTimeOut,SavileRowTotalTime,SolverMemOut,SolverNodes,SolverSatisfiable,SolverTimeOut,SolverTotalTime,TheoryPropagations,configuration,instance,problem,seed
NA,1178271,Success,NA,5,9676,8367,0,0,3.49,0,6711,1,0,1.376,126672,smt-lia-flat,killer16-sol46,killerSudoku2,8
NA,1719360,Success,NA,8,1533,224,0,0,2.638,0,18035,1,0,2.894,238488,smt-lia-nested,killer16-sol46,killerSudoku2,8
NA,NA,Success,NA,NA,9676,8367,0,0,3.113,NA,NA,1,NA,2.19,NA,smt-nia-flat,killer16-sol46,killerSudoku2,8
NA,NA,Success,NA,NA,1533,224,0,0,2.157,NA,NA,1,NA,1.70,NA,smt-nia-nested,killer16-sol46,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.988,NA,NA,1,0,804.014,NA,fzn2omt-bv-mathsat,killer16-sol46,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.32,NA,NA,1,0,7.339,NA,fzn2omt-bv-z3,killer16-sol46,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.001,NA,NA,1,0,120.026,NA,fzn2omt-int-mathsat,killer16-sol46,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.061,NA,NA,1,0,174.614,NA,fzn2omt-int-z3,killer16-sol46,killerSudoku2,8
NA,NA,Success,NA,NA,54775,9049,0,0,3.332,0,NA,1,0,0.52,NA,sat,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.353,NA,NA,1,0,0.938,NA,chuffed,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,10064,8789,0,0,3.364,NA,NA,1,NA,7.827701862,NA,smt-bv-flat,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,1500,225,0,0,2.501,NA,NA,1,NA,5.159122463,NA,smt-bv-nested,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,1500,225,0,0,2.761,NA,NA,1,NA,54.97,NA,smt-bv-nested-z3,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,4132,225,0,0,2.369,NA,NA,1,NA,25.52,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol47,killerSudoku2,1
NA,3218794,Success,NA,48,58457,9388,0,0,2.283,0,14954,1,0,3.466,150665,smt-idl-flat,killer16-sol47,killerSudoku2,1
NA,3218794,Success,NA,48,58457,9388,0,0,2.147,0,14954,1,0,3.102,150665,smt-idl-nested,killer16-sol47,killerSudoku2,1
NA,2232897,Success,NA,7,10064,8789,0,0,3.344,0,10974,1,0,2.156,213361,smt-lia-flat,killer16-sol47,killerSudoku2,1
NA,18067888,Success,NA,13,1500,225,0,0,2.539,0,113120,1,0,22.616,1365228,smt-lia-nested,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,10064,8789,0,0,3.388,NA,NA,1,NA,5.72,NA,smt-nia-flat,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,1500,225,0,0,2.454,NA,NA,1,NA,9.19,NA,smt-nia-nested,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.018,NA,NA,1,0,1025.404,NA,fzn2omt-bv-mathsat,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.114,NA,NA,1,0,24.22,NA,fzn2omt-bv-z3,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.064,NA,NA,1,0,899.794,NA,fzn2omt-int-mathsat,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.975,NA,NA,1,0,229.958,NA,fzn2omt-int-z3,killer16-sol47,killerSudoku2,1
NA,NA,Success,NA,NA,54775,9049,0,0,3.013,0,NA,1,0,0.51,NA,sat,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.593,NA,NA,1,0,0.976,NA,chuffed,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,10064,8789,0,0,3.293,NA,NA,1,NA,7.61631481,NA,smt-bv-flat,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,1500,225,0,0,2.702,NA,NA,1,NA,5.205376629,NA,smt-bv-nested,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,1500,225,0,0,2.686,NA,NA,1,NA,56.34,NA,smt-bv-nested-z3,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,4132,225,0,0,2.173,NA,NA,1,NA,25.19,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol47,killerSudoku2,3
NA,1259672,Success,NA,25,58457,9388,0,0,2.267,0,9545,1,0,1.634,64922,smt-idl-flat,killer16-sol47,killerSudoku2,3
NA,1259672,Success,NA,25,58457,9388,0,0,2.226,0,9545,1,0,1.669,64922,smt-idl-nested,killer16-sol47,killerSudoku2,3
NA,5072037,Success,NA,9,10064,8789,0,0,3.324,0,19220,1,0,4.258,374031,smt-lia-flat,killer16-sol47,killerSudoku2,3
NA,3778545,Success,NA,10,1500,225,0,0,2.335,0,35160,1,0,5.516,441059,smt-lia-nested,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,10064,8789,0,0,3.086,NA,NA,1,NA,5.81,NA,smt-nia-flat,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,1500,225,0,0,2.254,NA,NA,1,NA,9.11,NA,smt-nia-nested,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,2.076,NA,NA,1,0,375.406,NA,fzn2omt-bv-mathsat,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.993,NA,NA,1,0,23.582,NA,fzn2omt-bv-z3,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,2.044,NA,NA,1,0,885.062,NA,fzn2omt-int-mathsat,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,2.229,NA,NA,1,0,219.362,NA,fzn2omt-int-z3,killer16-sol47,killerSudoku2,3
NA,NA,Success,NA,NA,54775,9049,0,0,8.27,0,NA,1,0,1.10,NA,sat,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.343,NA,NA,1,0,0.971,NA,chuffed,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,10064,8789,0,0,2.895,NA,NA,1,NA,7.254990268,NA,smt-bv-flat,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,1500,225,0,0,2.355,NA,NA,1,NA,5.251107428,NA,smt-bv-nested,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,1500,225,0,0,2.644,NA,NA,1,NA,57.42,NA,smt-bv-nested-z3,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,4132,225,0,0,2.209,NA,NA,1,NA,24.48,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol47,killerSudoku2,8
NA,1857683,Success,NA,37,58457,9388,0,0,2.058,0,11319,1,0,2.259,97571,smt-idl-flat,killer16-sol47,killerSudoku2,8
NA,1857683,Success,NA,37,58457,9388,0,0,2.346,0,11319,1,0,2.057,97571,smt-idl-nested,killer16-sol47,killerSudoku2,8
NA,6108404,Success,NA,9,10064,8789,0,0,3.102,0,27476,1,0,4.571,453078,smt-lia-flat,killer16-sol47,killerSudoku2,8
NA,22624356,Success,NA,14,1500,225,0,0,2.517,0,127858,1,0,27.344,1530365,smt-lia-nested,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,10064,8789,0,0,3.101,NA,NA,1,NA,5.78,NA,smt-nia-flat,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,1500,225,0,0,2.737,NA,NA,1,NA,9.65,NA,smt-nia-nested,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.0,NA,NA,1,0,371.127,NA,fzn2omt-bv-mathsat,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.982,NA,NA,1,0,24.708,NA,fzn2omt-bv-z3,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.066,NA,NA,1,0,995.442,NA,fzn2omt-int-mathsat,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.93,NA,NA,1,0,231.688,NA,fzn2omt-int-z3,killer16-sol47,killerSudoku2,8
NA,NA,Success,NA,NA,51303,8717,0,0,2.725,0,NA,1,0,0.89,NA,sat,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.237,NA,NA,1,0,3.497,NA,chuffed,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,9615,8375,0,0,3.316,NA,NA,1,NA,8.069736501,NA,smt-bv-flat,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,1460,220,0,0,2.174,NA,NA,1,NA,6.386034369,NA,smt-bv-nested,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,1460,220,0,0,2.468,NA,NA,1,NA,84.82,NA,smt-bv-nested-z3,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,3943,220,0,0,1.807,NA,NA,1,NA,19.18,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol48,killerSudoku2,1
NA,4548080,Success,NA,76,54714,9034,0,0,2.47,0,25358,1,0,4.269,226319,smt-idl-flat,killer16-sol48,killerSudoku2,1
NA,4548080,Success,NA,76,54714,9034,0,0,1.956,0,25358,1,0,4.336,226319,smt-idl-nested,killer16-sol48,killerSudoku2,1
NA,13280029,Success,NA,11,9615,8375,0,0,2.939,0,50380,1,0,9.493,795927,smt-lia-flat,killer16-sol48,killerSudoku2,1
NA,9130545,Success,NA,12,1460,220,0,0,2.223,0,73731,1,0,12.681,873373,smt-lia-nested,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,9615,8375,0,0,8.45,NA,NA,1,NA,7.62,NA,smt-nia-flat,killer16-sol48,killerSudoku2,1
3471543,NA,Success,4749609,105,1460,220,0,0,2.339,NA,42831,1,NA,39.25,NA,smt-nia-nested,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.013,NA,NA,1,0,183.416,NA,fzn2omt-bv-mathsat,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.002,NA,NA,1,0,33.219,NA,fzn2omt-bv-z3,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,6.044,NA,NA,1,0,408.478,NA,fzn2omt-int-mathsat,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.23,NA,NA,1,0,326.047,NA,fzn2omt-int-z3,killer16-sol48,killerSudoku2,1
NA,NA,Success,NA,NA,51303,8717,0,0,2.845,0,NA,1,0,0.99,NA,sat,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.227,NA,NA,1,0,3.51,NA,chuffed,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,9615,8375,0,0,3.055,NA,NA,1,NA,7.68727227,NA,smt-bv-flat,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,1460,220,0,0,2.089,NA,NA,1,NA,5.816440744,NA,smt-bv-nested,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,1460,220,0,0,2.504,NA,NA,1,NA,82.35,NA,smt-bv-nested-z3,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,3943,220,0,0,2.062,NA,NA,1,NA,18.40,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol48,killerSudoku2,3
NA,3492572,Success,NA,63,54714,9034,0,0,2.064,0,18691,1,0,3.330,173720,smt-idl-flat,killer16-sol48,killerSudoku2,3
NA,3492572,Success,NA,63,54714,9034,0,0,2.101,0,18691,1,0,3.222,173720,smt-idl-nested,killer16-sol48,killerSudoku2,3
NA,10242067,Success,NA,11,9615,8375,0,0,3.137,0,43442,1,0,7.198,656414,smt-lia-flat,killer16-sol48,killerSudoku2,3
NA,4999108,Success,NA,10,1460,220,0,0,2.203,0,46470,1,0,7.419,551546,smt-lia-nested,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,9615,8375,0,0,2.986,NA,NA,1,NA,6.62,NA,smt-nia-flat,killer16-sol48,killerSudoku2,3
3603474,NA,Success,4930209,110,1460,220,0,0,2.185,NA,45153,1,NA,36.78,NA,smt-nia-nested,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.929,NA,NA,1,0,107.688,NA,fzn2omt-bv-mathsat,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,2.132,NA,NA,1,0,41.372,NA,fzn2omt-bv-z3,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,2.168,NA,NA,1,0,528.303,NA,fzn2omt-int-mathsat,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.996,NA,NA,1,0,320.841,NA,fzn2omt-int-z3,killer16-sol48,killerSudoku2,3
NA,NA,Success,NA,NA,51303,8717,0,0,2.343,0,NA,1,0,0.94,NA,sat,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.287,NA,NA,1,0,3.371,NA,chuffed,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,9615,8375,0,0,3.344,NA,NA,1,NA,8.099798497,NA,smt-bv-flat,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,1460,220,0,0,2.143,NA,NA,1,NA,5.76199638,NA,smt-bv-nested,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,1460,220,0,0,2.485,NA,NA,1,NA,86.02,NA,smt-bv-nested-z3,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,3943,220,0,0,1.86,NA,NA,1,NA,19.75,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol48,killerSudoku2,8
NA,4106285,Success,NA,73,54714,9034,0,0,1.938,0,24815,1,0,4.114,214515,smt-idl-flat,killer16-sol48,killerSudoku2,8
NA,4106285,Success,NA,73,54714,9034,0,0,2.149,0,24815,1,0,4.152,214515,smt-idl-nested,killer16-sol48,killerSudoku2,8
NA,12961878,Success,NA,11,9615,8375,0,0,2.906,0,49479,1,0,9.832,724495,smt-lia-flat,killer16-sol48,killerSudoku2,8
NA,20284215,Success,NA,13,1460,220,0,0,2.316,0,120947,1,0,24.342,1279431,smt-lia-nested,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,9615,8375,0,0,3.053,NA,NA,1,NA,6.54,NA,smt-nia-flat,killer16-sol48,killerSudoku2,8
3332183,NA,Success,4558141,100,1460,220,0,0,2.353,NA,41230,1,NA,38.62,NA,smt-nia-nested,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.015,NA,NA,1,0,120.938,NA,fzn2omt-bv-mathsat,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.061,NA,NA,1,0,33.943,NA,fzn2omt-bv-z3,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.329,NA,NA,1,0,1131.589,NA,fzn2omt-int-mathsat,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.308,NA,NA,1,0,330.629,NA,fzn2omt-int-z3,killer16-sol48,killerSudoku2,8
NA,NA,Success,NA,NA,40262,7424,0,0,2.563,0,NA,1,0,0.08,NA,sat,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.381,NA,NA,1,0,0.407,NA,chuffed,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,8460,7278,0,0,3.128,NA,NA,1,NA,4.244102627,NA,smt-bv-flat,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,1402,220,0,0,2.733,NA,NA,1,NA,2.764729794,NA,smt-bv-nested,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,1402,220,0,0,2.736,NA,NA,1,NA,18.83,NA,smt-bv-nested-z3,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,3867,220,0,0,2.391,NA,NA,1,NA,5.25,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol49,killerSudoku2,1
NA,1316365,Success,NA,26,42984,7719,0,0,2.114,0,7568,1,0,1.379,88453,smt-idl-flat,killer16-sol49,killerSudoku2,1
NA,1316365,Success,NA,26,42984,7719,0,0,2.265,0,7568,1,0,1.441,88453,smt-idl-nested,killer16-sol49,killerSudoku2,1
NA,1053756,Success,NA,5,8460,7278,0,0,2.95,0,4096,1,0,0.876,99612,smt-lia-flat,killer16-sol49,killerSudoku2,1
NA,1099525,Success,NA,7,1402,220,0,0,2.614,0,10588,1,0,1.965,158997,smt-lia-nested,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,8460,7278,0,0,3.373,NA,NA,1,NA,2.44,NA,smt-nia-flat,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,1402,220,0,0,2.328,NA,NA,1,NA,2.25,NA,smt-nia-nested,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.957,NA,NA,1,0,170.981,NA,fzn2omt-bv-mathsat,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.898,NA,NA,1,0,4.694,NA,fzn2omt-bv-z3,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.933,NA,NA,1,0,270.544,NA,fzn2omt-int-mathsat,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,2.015,NA,NA,1,0,99.146,NA,fzn2omt-int-z3,killer16-sol49,killerSudoku2,1
NA,NA,Success,NA,NA,40262,7424,0,0,2.598,0,NA,1,0,0.09,NA,sat,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.442,NA,NA,1,0,0.368,NA,chuffed,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,8460,7278,0,0,3.519,NA,NA,1,NA,4.606355884,NA,smt-bv-flat,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,1402,220,0,0,2.696,NA,NA,1,NA,2.857722785,NA,smt-bv-nested,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,1402,220,0,0,2.918,NA,NA,1,NA,18.59,NA,smt-bv-nested-z3,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,3867,220,0,0,2.115,NA,NA,1,NA,5.43,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol49,killerSudoku2,3
NA,1460588,Success,NA,29,42984,7719,0,0,2.097,0,8398,1,0,1.490,94936,smt-idl-flat,killer16-sol49,killerSudoku2,3
NA,1460588,Success,NA,29,42984,7719,0,0,2.048,0,8398,1,0,1.630,94936,smt-idl-nested,killer16-sol49,killerSudoku2,3
NA,1606803,Success,NA,6,8460,7278,0,0,3.516,0,5959,1,0,1.368,140684,smt-lia-flat,killer16-sol49,killerSudoku2,3
NA,1026911,Success,NA,7,1402,220,0,0,2.468,0,9576,1,0,1.765,139889,smt-lia-nested,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,8460,7278,0,0,3.48,NA,NA,1,NA,2.11,NA,smt-nia-flat,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,1402,220,0,0,2.555,NA,NA,1,NA,2.17,NA,smt-nia-nested,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.941,NA,NA,1,0,207.673,NA,fzn2omt-bv-mathsat,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.925,NA,NA,1,0,4.572,NA,fzn2omt-bv-z3,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,2.069,NA,NA,1,0,463.369,NA,fzn2omt-int-mathsat,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,5.861,NA,NA,1,0,102.059,NA,fzn2omt-int-z3,killer16-sol49,killerSudoku2,3
NA,NA,Success,NA,NA,40262,7424,0,0,2.565,0,NA,1,0,0.08,NA,sat,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.651,NA,NA,1,0,0.391,NA,chuffed,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,8460,7278,0,0,3.36,NA,NA,1,NA,4.499453763,NA,smt-bv-flat,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,1402,220,0,0,7.988,NA,NA,1,NA,5.161029038,NA,smt-bv-nested,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,1402,220,0,0,2.662,NA,NA,1,NA,18.79,NA,smt-bv-nested-z3,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,3867,220,0,0,2.274,NA,NA,1,NA,5.29,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol49,killerSudoku2,8
NA,747611,Success,NA,17,42984,7719,0,0,2.133,0,4564,1,0,0.945,49551,smt-idl-flat,killer16-sol49,killerSudoku2,8
NA,747611,Success,NA,17,42984,7719,0,0,1.996,0,4564,1,0,1.151,49551,smt-idl-nested,killer16-sol49,killerSudoku2,8
NA,1695386,Success,NA,6,8460,7278,0,0,2.833,0,5904,1,0,1.492,153247,smt-lia-flat,killer16-sol49,killerSudoku2,8
NA,920872,Success,NA,6,1402,220,0,0,2.56,0,7108,1,0,1.651,132910,smt-lia-nested,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,8460,7278,0,0,3.059,NA,NA,1,NA,2.11,NA,smt-nia-flat,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,1402,220,0,0,2.551,NA,NA,1,NA,2.20,NA,smt-nia-nested,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,2.011,NA,NA,1,0,131.58,NA,fzn2omt-bv-mathsat,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.827,NA,NA,1,0,4.854,NA,fzn2omt-bv-z3,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.915,NA,NA,1,0,159.378,NA,fzn2omt-int-mathsat,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,NA,NA,0,0,1.9,NA,NA,1,0,98.914,NA,fzn2omt-int-z3,killer16-sol49,killerSudoku2,8
NA,NA,Success,NA,NA,67150,10618,0,0,2.946,0,NA,1,0,7.93,NA,sat,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.201,NA,NA,0,1,3600.077,NA,chuffed,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,11713,10271,0,0,3.58,NA,NA,0,NA,3600.023235269,NA,smt-bv-flat,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,1675,233,0,0,2.519,NA,NA,1,NA,1261.584191098,NA,smt-bv-nested,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,71094,10945,0,0,2.494,0,NA,0,NA,3600.268908797,NA,smt-idl-flat,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,11713,10271,0,0,4.107,0,NA,0,NA,3600.229853105,NA,smt-lia-flat,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,1675,233,0,0,2.463,0,NA,0,NA,3600.113147052,NA,smt-lia-nested,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,11713,10271,0,0,2.882,NA,NA,1,NA,2238.98,NA,smt-nia-flat,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,1675,233,0,0,2.595,NA,NA,0,NA,3600.034736899,NA,smt-nia-nested,killer16-sol5,killerSudoku2,1
NA,NA,Success,NA,NA,67150,10618,0,0,3.508,0,NA,1,0,1200.77,NA,sat,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,NA,NA,0,0,1.36,NA,NA,0,1,3600.086,NA,chuffed,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,1675,233,0,0,2.651,NA,NA,1,NA,1292.673452667,NA,smt-bv-nested,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,1675,233,0,0,2.63,NA,NA,0,NA,3600.0465279,NA,smt-bv-nested-z3,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,71094,10945,0,0,2.48,0,NA,0,NA,3600.257631877,NA,smt-idl-flat,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,71094,10945,0,0,2.85,0,NA,0,NA,3600.279013874,NA,smt-idl-nested,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,11713,10271,0,0,3.354,0,NA,0,NA,3600.215487332,NA,smt-lia-flat,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,11713,10271,0,0,3.454,NA,NA,1,NA,2019.76,NA,smt-nia-flat,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,1675,233,0,0,2.588,NA,NA,0,NA,3600.036161824,NA,smt-nia-nested,killer16-sol5,killerSudoku2,3
NA,NA,Success,NA,NA,67150,10618,0,0,3.039,0,NA,1,0,1696.19,NA,sat,killer16-sol5,killerSudoku2,8
NA,NA,Success,NA,NA,11713,10271,0,0,3.623,NA,NA,0,NA,3600.026934132,NA,smt-bv-flat,killer16-sol5,killerSudoku2,8
NA,NA,Success,NA,NA,1675,233,0,0,2.247,NA,NA,1,NA,1350.058052173,NA,smt-bv-nested,killer16-sol5,killerSudoku2,8
NA,NA,Success,NA,NA,71094,10945,0,0,2.327,0,NA,0,NA,3600.217669328,NA,smt-idl-nested,killer16-sol5,killerSudoku2,8
NA,NA,Success,NA,NA,11713,10271,0,0,3.811,0,NA,0,NA,3600.223162687,NA,smt-lia-flat,killer16-sol5,killerSudoku2,8
NA,NA,Success,NA,NA,1675,233,0,0,2.376,0,NA,0,NA,3600.128307556,NA,smt-lia-nested,killer16-sol5,killerSudoku2,8
NA,NA,Success,NA,NA,11713,10271,0,0,3.234,NA,NA,1,NA,2154.53,NA,smt-nia-flat,killer16-sol5,killerSudoku2,8
NA,NA,Success,NA,NA,38549,6987,0,0,3.027,0,NA,1,0,0.06,NA,sat,killer16-sol50,killerSudoku2,1
NA,NA,Success,NA,NA,NA,NA,0,0,1.29,NA,NA,1,0,0.253,NA,chuffed,killer16-sol50,killerSudoku2,1
NA,NA,Success,NA,NA,8215,7041,0,0,3.042,NA,NA,1,NA,4.414234506,NA,smt-bv-flat,killer16-sol50,killerSudoku2,1
NA,NA,Success,NA,NA,1389,215,0,0,2.404,NA,NA,1,NA,3.781197292,NA,smt-bv-nested,killer16-sol50,killerSudoku2,1
NA,NA,Success,NA,NA,1389,215,0,0,2.596,NA,NA,1,NA,19.29,NA,smt-bv-nested-z3,killer16-sol50,killerSudoku2,1
NA,NA,Success,NA,NA,3734,215,0,0,2.106,NA,NA,1,NA,5.80,NA,smt-bv-nested-z3-pairwisealldiff,killer16-sol50,killerSudoku2,1
NA,416923,Success,NA,9,41407,7301,0,0,1.911,0,2396,1,0,0.590,27095,smt-idl-flat,killer16-sol50,killerSudoku2,1
NA,416923,Success,NA,9,41407,7301,0,0,2.127,0,2396,1,0,0.609,27095,smt-idl-nested,killer16-sol50,killerSudoku2,1
NA,1264694,Success,NA,5,8215,7041,0,0,2.913,0,5673,1,0,1.048,117304,smt-lia-flat,killer16-sol50,killerSudoku2,1
