problem,instance,sat,smt-bv-flat,smt-bv-nested,smt-idl-flat,smt-idl-nested,smt-lia-flat,smt-lia-nested,smt-nia-flat,smt-nia-nested,sat ratio to SAT,smt-bv-flat ratio to SAT,smt-bv-nested ratio to SAT,smt-idl-flat ratio to SAT,smt-idl-nested ratio to SAT,smt-lia-flat ratio to SAT,smt-lia-nested ratio to SAT,smt-nia-flat ratio to SAT,smt-nia-nested ratio to SAT
briansBrain,life-7-6,4221910,4212127,4212079,4213645,4213645,4212127,4212079,4212127,4212079,1.0,0.997682802333541,0.9976714330717613,0.9980423552373215,0.9980423552373215,0.997682802333541,0.9976714330717613,0.997682802333541,0.9976714330717613
carSequencing,carSequencing1,80891,2930,1130,86893,86893,2930,1130,2930,1130,1.0,0.03622158212903784,0.013969415633383196,1.0741986129482883,1.0741986129482883,0.03622158212903784,0.013969415633383196,0.03622158212903784,0.013969415633383196
carSequencing,carSequencing10,86020,3539,1139,90942,90942,3539,1139,3539,1139,1.0,0.041141594977912116,0.013241106719367589,1.0572192513368983,1.0572192513368983,0.041141594977912116,0.013241106719367589,0.041141594977912116,0.013241106719367589
carSequencing,carSequencing11,232496,7037,2237,243124,243124,7037,2237,7037,2237,1.0,0.030267187392471268,0.009621670910467277,1.0457126144105704,1.0457126144105704,0.030267187392471268,0.009621670910467277,0.030267187392471268,0.009621670910467277
carSequencing,carSequencing12,217274,5625,2225,227835,227835,5625,2225,5625,2225,1.0,0.02588896968804367,0.010240525787715051,1.0486068282445207,1.0486068282445207,0.02588896968804367,0.010240525787715051,0.02588896968804367,0.010240525787715051
carSequencing,carSequencing13,239043,7035,2235,248687,248687,7035,2235,7035,2235,1.0,0.02942985153298779,0.009349782256748786,1.040344205854177,1.040344205854177,0.02942985153298779,0.009349782256748786,0.02942985153298779,0.009349782256748786
carSequencing,carSequencing14,228099,5830,2230,241702,241702,5830,2230,5830,2230,1.0,0.025559077418138617,0.009776456713970687,1.0596363859552211,1.0596363859552211,0.025559077418138617,0.009776456713970687,0.025559077418138617,0.009776456713970687
carSequencing,carSequencing15,232506,6232,2232,245002,245002,6232,2232,6232,2232,1.0,0.02680360936922058,0.009599752264457691,1.0537448495952793,1.0537448495952793,0.02680360936922058,0.009599752264457691,0.02680360936922058,0.009599752264457691
carSequencing,carSequencing16,242399,7038,2238,253580,253580,7038,2238,7038,2238,1.0,0.029034773245764214,0.00923271135606995,1.0461264279143065,1.0461264279143065,0.029034773245764214,0.00923271135606995,0.029034773245764214,0.00923271135606995
carSequencing,carSequencing17,231175,6436,2236,244254,244254,6436,2236,6436,2236,1.0,0.027840380663999135,0.009672326159835622,1.0565761868714179,1.0565761868714179,0.027840380663999135,0.009672326159835622,0.027840380663999135,0.009672326159835622
carSequencing,carSequencing18,235994,6433,2233,247940,247940,6433,2233,6433,2233,1.0,0.027259167605956085,0.009462104968770393,1.0506199310151954,1.0506199310151954,0.027259167605956085,0.009462104968770393,0.027259167605956085,0.009462104968770393
carSequencing,carSequencing19,234793,6030,2230,247444,247444,6030,2230,6030,2230,1.0,0.025682196658333083,0.009497727785751704,1.0538815041334282,1.0538815041334282,0.025682196658333083,0.009497727785751704,0.025682196658333083,0.009497727785751704
carSequencing,carSequencing2,86120,3338,1138,91924,91924,3338,1138,3338,1138,1.0,0.0387598699489085,0.013214119832791454,1.0673943334881562,1.0673943334881562,0.0387598699489085,0.013214119832791454,0.0387598699489085,0.013214119832791454
carSequencing,carSequencing20,244295,7040,2240,256982,256982,7040,2240,7040,2240,1.0,0.02881761804375857,0.009169242104832272,1.0519331136535746,1.0519331136535746,0.02881761804375857,0.009169242104832272,0.02881761804375857,0.009169242104832272
carSequencing,carSequencing21,247966,7440,2240,258202,258202,7440,2240,7440,2240,1.0,0.030004113467168886,0.009033496527749773,1.0412798528830565,1.0412798528830565,0.030004113467168886,0.009033496527749773,0.030004113467168886,0.009033496527749773
carSequencing,carSequencing22,244493,6636,2236,256652,256652,6636,2236,6636,2236,1.0,0.0271418813626566,0.009145456107127812,1.0497314851549941,1.0497314851549941,0.0271418813626566,0.009145456107127812,0.0271418813626566,0.009145456107127812
carSequencing,carSequencing23,250904,7239,2239,262393,262393,7239,2239,7239,2239,1.0,0.028851672352772376,0.008923731785862322,1.0457904218346459,1.0457904218346459,0.028851672352772376,0.008923731785862322,0.028851672352772376,0.008923731785862322
carSequencing,carSequencing24,247433,6435,2235,260960,260960,6435,2235,6435,2235,1.0,0.026007040289694583,0.009032748259124692,1.0546693448327427,1.0546693448327427,0.026007040289694583,0.009032748259124692,0.026007040289694583,0.009032748259124692
carSequencing,carSequencing25,252117,6837,2237,264600,264600,6837,2237,6837,2237,1.0,0.027118361713014197,0.008872864582713582,1.0495127262342483,1.0495127262342483,0.027118361713014197,0.008872864582713582,0.027118361713014197,0.008872864582713582
carSequencing,carSequencing26,255178,7041,2241,268949,268949,7041,2241,7041,2241,1.0,0.027592504055992288,0.008782105040403169,1.0539662510090995,1.0539662510090995,0.027592504055992288,0.008782105040403169,0.027592504055992288,0.008782105040403169
carSequencing,carSequencing27,246641,7041,2241,260258,260258,7041,2241,7041,2241,1.0,0.028547565084475007,0.009086080578654806,1.0552097988574487,1.0552097988574487,0.028547565084475007,0.009086080578654806,0.028547565084475007,0.009086080578654806
carSequencing,carSequencing28,249806,6437,2237,264558,264558,6437,2237,6437,2237,1.0,0.02576799596486874,0.008954949040455393,1.0590538257687965,1.0590538257687965,0.02576799596486874,0.008954949040455393,0.02576799596486874,0.008954949040455393
carSequencing,carSequencing29,253306,6637,2237,266820,266820,6637,2237,6637,2237,1.0,0.026201511215683797,0.008831215999621013,1.0533504930795166,1.0533504930795166,0.026201511215683797,0.008831215999621013,0.026201511215683797,0.008831215999621013
carSequencing,carSequencing3,84168,3335,1135,89095,89095,3335,1135,3335,1135,1.0,0.03962313468301492,0.01348493489212052,1.0585376865316984,1.0585376865316984,0.03962313468301492,0.01348493489212052,0.03962313468301492,0.01348493489212052
carSequencing,carSequencing30,254737,7241,2241,267818,267818,7241,2241,7241,2241,1.0,0.028425395604093635,0.008797308596709548,1.0513510012287182,1.0513510012287182,0.028425395604093635,0.008797308596709548,0.028425395604093635,0.008797308596709548
carSequencing,carSequencing31,260894,7442,2242,273008,273008,7442,2242,7442,2242,1.0,0.02852499482548468,0.008593528406172621,1.0464326508083743,1.0464326508083743,0.02852499482548468,0.008593528406172621,0.02852499482548468,0.008593528406172621
carSequencing,carSequencing32,260742,6841,2241,275883,275883,6841,2241,6841,2241,1.0,0.02623666306157044,0.008594702809673931,1.0580688956899924,1.0580688956899924,0.02623666306157044,0.008594702809673931,0.02623666306157044,0.008594702809673931
carSequencing,carSequencing33,263425,7642,2242,274226,274226,7642,2242,7642,2242,1.0,0.02901015469298662,0.008510961374205182,1.0410021827844738,1.0410021827844738,0.02901015469298662,0.008510961374205182,0.02901015469298662,0.008510961374205182
carSequencing,carSequencing34,261000,6838,2238,275011,275011,6838,2238,6838,2238,1.0,0.026199233716475097,0.008574712643678161,1.0536819923371648,1.0536819923371648,0.026199233716475097,0.008574712643678161,0.026199233716475097,0.008574712643678161
carSequencing,carSequencing35,262968,7040,2240,276930,276930,7040,2240,7040,2240,1.0,0.026771318183201,0.008518146694654862,1.0530939125673087,1.0530939125673087,0.026771318183201,0.008518146694654862,0.026771318183201,0.008518146694654862
carSequencing,carSequencing36,264139,7242,2242,278211,278211,7242,2242,7242,2242,1.0,0.027417382514509404,0.008487955205403215,1.0532749802187484,1.0532749802187484,0.027417382514509404,0.008487955205403215,0.027417382514509404,0.008487955205403215
carSequencing,carSequencing37,260335,7042,2242,275594,275594,7042,2242,7042,2242,1.0,0.02704976280561584,0.0086119807171529,1.0586129410183034,1.0586129410183034,0.02704976280561584,0.0086119807171529,0.02704976280561584,0.0086119807171529
carSequencing,carSequencing38,262568,6639,2239,278133,278133,6639,2239,6639,2239,1.0,0.02528487858383352,0.008527314828920508,1.0592798817830047,1.0592798817830047,0.02528487858383352,0.008527314828920508,0.02528487858383352,0.008527314828920508
carSequencing,carSequencing39,262900,6639,2239,278407,278407,6639,2239,6639,2239,1.0,0.025252947888931152,0.008516546215290985,1.0589844047166224,1.0589844047166224,0.025252947888931152,0.008516546215290985,0.025252947888931152,0.008516546215290985
carSequencing,carSequencing4,89414,3643,1143,95147,95147,3643,1143,3643,1143,1.0,0.04074306037085915,0.012783233050752678,1.0641174760104681,1.0641174760104681,0.04074306037085915,0.012783233050752678,0.04074306037085915,0.012783233050752678
carSequencing,carSequencing40,262806,7241,2241,276598,276598,7241,2241,7241,2241,1.0,0.027552643394747455,0.008527202575283669,1.0524797759564088,1.0524797759564088,0.027552643394747455,0.008527202575283669,0.027552643394747455,0.008527202575283669
carSequencing,carSequencing41,269903,7442,2242,282805,282805,7442,2242,7442,2242,1.0,0.02757286877137342,0.008306687958266489,1.0478023586251357,1.0478023586251357,0.02757286877137342,0.008306687958266489,0.02757286877137342,0.008306687958266489
carSequencing,carSequencing42,272501,7043,2243,288675,288675,7043,2243,7043,2243,1.0,0.02584577671274601,0.008231162454449709,1.059353910627851,1.059353910627851,0.02584577671274601,0.008231162454449709,0.02584577671274601,0.008231162454449709
carSequencing,carSequencing43,274865,7646,2246,288550,288550,7646,2246,7646,2246,1.0,0.027817292125225112,0.008171284084914413,1.0497880777836393,1.0497880777836393,0.027817292125225112,0.008171284084914413,0.027817292125225112,0.008171284084914413
carSequencing,carSequencing44,270573,6841,2241,286746,286746,6841,2241,6841,2241,1.0,0.02528338008596571,0.008282422858156578,1.0597731480968167,1.0597731480968167,0.02528338008596571,0.008282422858156578,0.02528338008596571,0.008282422858156578
carSequencing,carSequencing45,273346,7044,2244,290142,290142,7044,2244,7044,2244,1.0,0.025769537509237377,0.008209375663079029,1.061445932993349,1.061445932993349,0.025769537509237377,0.008209375663079029,0.025769537509237377,0.008209375663079029
carSequencing,carSequencing46,272518,7243,2243,287961,287961,7243,2243,7243,2243,1.0,0.026578060898729626,0.008230648984654225,1.0566678164378134,1.0566678164378134,0.026578060898729626,0.008230648984654225,0.026578060898729626,0.008230648984654225
carSequencing,carSequencing47,268883,7043,2243,285263,285263,7043,2243,7043,2243,1.0,0.02619354886697932,0.008341918232093513,1.0609186895415479,1.0609186895415479,0.02619354886697932,0.008341918232093513,0.02619354886697932,0.008341918232093513
carSequencing,carSequencing48,271186,6840,2240,286830,286830,6840,2240,6840,2240,1.0,0.025222540986629103,0.008260013422521811,1.0576873437419336,1.0576873437419336,0.025222540986629103,0.008260013422521811,0.025222540986629103,0.008260013422521811
carSequencing,carSequencing49,274765,7244,2244,290634,290634,7244,2244,7244,2244,1.0,0.026364347715320365,0.008166979054828672,1.0577548086546686,1.0577548086546686,0.026364347715320365,0.008166979054828672,0.026364347715320365,0.008166979054828672
carSequencing,carSequencing5,86749,3439,1139,92368,92368,3439,1139,3439,1139,1.0,0.03964310827790522,0.0131298343496755,1.0647730809577056,1.0647730809577056,0.03964310827790522,0.0131298343496755,0.03964310827790522,0.0131298343496755
carSequencing,carSequencing50,274351,7244,2244,290421,290421,7244,2244,7244,2244,1.0,0.02640413193318049,0.008179303155446854,1.0585745996916358,1.0585745996916358,0.02640413193318049,0.008179303155446854,0.02640413193318049,0.008179303155446854
carSequencing,carSequencing51,277805,7444,2244,292291,292291,7444,2244,7444,2244,1.0,0.026795774014146612,0.00807760839437735,1.0521444898399956,1.0521444898399956,0.026795774014146612,0.00807760839437735,0.026795774014146612,0.00807760839437735
carSequencing,carSequencing52,276503,7244,2244,292709,292709,7244,2244,7244,2244,1.0,0.026198630756266657,0.008115644314889892,1.0586105756537905,1.0586105756537905,0.026198630756266657,0.008115644314889892,0.026198630756266657,0.008115644314889892
carSequencing,carSequencing53,280248,7848,2248,294520,294520,7848,2248,7848,2248,1.0,0.028003768091119294,0.00802146670092204,1.05092632240016,1.05092632240016,0.028003768091119294,0.00802146670092204,0.028003768091119294,0.00802146670092204
carSequencing,carSequencing54,278447,7043,2243,295208,295208,7043,2243,7043,2243,1.0,0.025293862027603097,0.008055392947311337,1.0601945792197438,1.0601945792197438,0.025293862027603097,0.008055392947311337,0.025293862027603097,0.008055392947311337
carSequencing,carSequencing55,278231,7245,2245,295151,295151,7245,2245,7245,2245,1.0,0.026039513929073325,0.008068834888995116,1.0608127778716248,1.0608127778716248,0.026039513929073325,0.008068834888995116,0.026039513929073325,0.008068834888995116
carSequencing,carSequencing56,278599,7245,2245,295595,295595,7245,2245,7245,2245,1.0,0.02600511846776191,0.008058176806090474,1.0610052440963536,1.0610052440963536,0.02600511846776191,0.008058176806090474,0.02600511846776191,0.008058176806090474
carSequencing,carSequencing57,275580,7045,2245,293543,293543,7045,2245,7045,2245,1.0,0.025564264460410772,0.008146454749981857,1.0651825241309238,1.0651825241309238,0.025564264460410772,0.008146454749981857,0.025564264460410772,0.008146454749981857
carSequencing,carSequencing58,277009,7042,2242,293250,293250,7042,2242,7042,2242,1.0,0.025421556700323818,0.00809359984693638,1.0586298640116387,1.0586298640116387,0.025421556700323818,0.00809359984693638,0.025421556700323818,0.00809359984693638
carSequencing,carSequencing59,275868,7243,2243,291580,291580,7243,2243,7243,2243,1.0,0.02625531051082402,0.008130700189945916,1.0569547754723274,1.0569547754723274,0.02625531051082402,0.008130700189945916,0.02625531051082402,0.008130700189945916
carSequencing,carSequencing6,91193,3744,1144,96242,96242,3744,1144,3744,1144,1.0,0.04105578279034575,0.012544822519272313,1.0553660916956344,1.0553660916956344,0.04105578279034575,0.012544822519272313,0.04105578279034575,0.012544822519272313
carSequencing,carSequencing60,278965,7243,2243,294967,294967,7243,2243,7243,2243,1.0,0.025963830588066603,0.008040435180040507,1.0573620346638468,1.0573620346638468,0.025963830588066603,0.008040435180040507,0.025963830588066603,0.008040435180040507
carSequencing,carSequencing61,281039,7445,2245,296348,296348,7445,2245,7445,2245,1.0,0.026490985236924412,0.007988215158750209,1.054472866755148,1.054472866755148,0.026490985236924412,0.007988215158750209,0.026490985236924412,0.007988215158750209
carSequencing,carSequencing62,280955,7447,2247,297168,297168,7447,2247,7447,2247,1.0,0.02650602409638554,0.007997722055133384,1.0577067501913118,1.0577067501913118,0.02650602409638554,0.007997722055133384,0.02650602409638554,0.007997722055133384
carSequencing,carSequencing63,275485,8248,2248,288037,288037,8248,2248,8248,2248,1.0,0.029939924133800387,0.008160153910376245,1.0455632793074032,1.0455632793074032,0.029939924133800387,0.008160153910376245,0.029939924133800387,0.008160153910376245
carSequencing,carSequencing64,277921,7443,2243,291887,291887,7443,2243,7443,2243,1.0,0.026780991720668824,0.008070638778645731,1.0502516902285182,1.0502516902285182,0.026780991720668824,0.008070638778645731,0.026780991720668824,0.008070638778645731
carSequencing,carSequencing65,284812,7448,2248,301612,301612,7448,2248,7448,2248,1.0,0.026150583542828253,0.007892925859865455,1.0589862786680337,1.0589862786680337,0.026150583542828253,0.007892925859865455,0.026150583542828253,0.007892925859865455
carSequencing,carSequencing66,285103,7648,2248,300984,300984,7648,2248,7648,2248,1.0,0.02682539292816982,0.00788486967867753,1.0557026758750347,1.0557026758750347,0.02682539292816982,0.00788486967867753,0.02682539292816982,0.00788486967867753
carSequencing,carSequencing67,283055,7447,2247,299443,299443,7447,2247,7447,2247,1.0,0.026309374503188425,0.007938386532652665,1.057896875165604,1.057896875165604,0.026309374503188425,0.007938386532652665,0.026309374503188425,0.007938386532652665
carSequencing,carSequencing68,283760,7446,2246,299588,299588,7446,2246,7446,2246,1.0,0.026240484916831126,0.007915139554553143,1.0557795319988723,1.0557795319988723,0.026240484916831126,0.007915139554553143,0.026240484916831126,0.007915139554553143
carSequencing,carSequencing69,278586,7041,2241,294579,294579,7041,2241,7041,2241,1.0,0.025274062587495424,0.008044194611358791,1.0574077663629902,1.0574077663629902,0.025274062587495424,0.008044194611358791,0.025274062587495424,0.008044194611358791
carSequencing,carSequencing7,85069,3438,1138,90235,90235,3438,1138,3438,1138,1.0,0.04041425196017351,0.013377376012413452,1.0607271744113602,1.0607271744113602,0.04041425196017351,0.013377376012413452,0.04041425196017351,0.013377376012413452
carSequencing,carSequencing70,282883,7648,2248,298779,298779,7648,2248,7648,2248,1.0,0.027035912373666853,0.007946748302301658,1.0561928429774854,1.0561928429774854,0.027035912373666853,0.007946748302301658,0.027035912373666853,0.007946748302301658
carSequencing,carSequencing71,285426,7649,2249,301960,301960,7649,2249,7649,2249,1.0,0.026798539726584122,0.007879450365418707,1.057927448795835,1.057927448795835,0.026798539726584122,0.007879450365418707,0.026798539726584122,0.007879450365418707
carSequencing,carSequencing72,284165,7646,2246,299193,299193,7646,2246,7646,2246,1.0,0.026906902679781113,0.00790385867365791,1.0528847676525963,1.0528847676525963,0.026906902679781113,0.00790385867365791,0.026906902679781113,0.00790385867365791
carSequencing,carSequencing73,285601,7445,2245,301350,301350,7445,2245,7445,2245,1.0,0.026067835896933133,0.007860616734535242,1.0551433643439623,1.0551433643439623,0.026067835896933133,0.007860616734535242,0.026067835896933133,0.007860616734535242
carSequencing,carSequencing74,286748,8250,2250,300873,300873,8250,2250,8250,2250,1.0,0.028770906858984195,0.007846610961541144,1.0492592799252305,1.0492592799252305,0.028770906858984195,0.007846610961541144,0.028770906858984195,0.007846610961541144
carSequencing,carSequencing75,290415,7448,2248,307812,307812,7448,2248,7448,2248,1.0,0.025646058227019954,0.007740647005147806,1.059903930582098,1.059903930582098,0.025646058227019954,0.007740647005147806,0.025646058227019954,0.007740647005147806
carSequencing,carSequencing76,280976,7847,2247,295212,295212,7847,2247,7847,2247,1.0,0.02792765218381641,0.00799712430954957,1.0506662490746541,1.0506662490746541,0.02792765218381641,0.00799712430954957,0.02792765218381641,0.00799712430954957
carSequencing,carSequencing77,288071,7650,2250,305341,305341,7650,2250,7650,2250,1.0,0.026555953219865935,0.007810574476431157,1.0599504983146515,1.0599504983146515,0.026555953219865935,0.007810574476431157,0.026555953219865935,0.007810574476431157
carSequencing,carSequencing78,287390,7648,2248,303636,303636,7648,2248,7648,2248,1.0,0.02661192108284909,0.007822123247155434,1.0565294547479036,1.0565294547479036,0.02661192108284909,0.007822123247155434,0.02661192108284909,0.007822123247155434
carSequencing,carSequencing79,280027,7849,2249,295477,295477,7849,2249,7849,2249,1.0,0.02802944001828395,0.008031368403761065,1.0551732511507819,1.0551732511507819,0.02802944001828395,0.008031368403761065,0.02802944001828395,0.008031368403761065
carSequencing,carSequencing8,84369,3337,1137,89804,89804,3337,1137,3337,1137,1.0,0.039552442247745026,0.013476513885431854,1.0644193957496237,1.0644193957496237,0.039552442247745026,0.013476513885431854,0.039552442247745026,0.013476513885431854
carSequencing,carSequencing80,285544,7446,2246,301811,301811,7446,2246,7446,2246,1.0,0.026076541618804808,0.007865687950018211,1.056968453198106,1.056968453198106,0.026076541618804808,0.007865687950018211,0.026076541618804808,0.007865687950018211
carSequencing,carSequencing9,81130,3033,1133,87350,87350,3033,1133,3033,1133,1.0,0.03738444471835326,0.01396524097128066,1.0766670775298903,1.0766670775298903,0.03738444471835326,0.01396524097128066,0.03738444471835326,0.01396524097128066
contrived,contrived,2094,25,25,2403,2403,25,25,25,25,1.0,0.011938872970391595,0.011938872970391595,1.1475644699140402,1.1475644699140402,0.011938872970391595,0.011938872970391595,0.011938872970391595,0.011938872970391595
coprime,10,183152,5748,5748,2631015,2631000,261616,261616,5739,5739,1.0,0.03138376867301476,0.03138376867301476,14.36519939722198,14.365117498034419,1.4284091901808333,1.4284091901808333,0.03133462916047873,0.03133462916047873
coprime,11,305911,8353,8353,4858723,4858708,449868,449868,8338,8338,1.0,0.02730532736645626,0.02730532736645626,15.882799245532198,15.88275021166287,1.4705845817901284,1.4705845817901284,0.02725629349712825,0.02725629349712825
coprime,12,481826,11682,11682,8335234,8335252,715671,715671,11949,11949,1.0,0.024245266963592665,0.024245266963592665,17.299261559152058,17.29929891703644,1.485330804066198,1.485330804066198,0.024799408915251564,0.024799408915251564
coprime,8,57385,2428,2428,553672,553672,78460,78460,2419,2419,1.0,0.04231070837326827,0.04231070837326827,9.648375010891348,9.648375010891348,1.3672562516337021,1.3672562516337021,0.04215387296331794,0.04215387296331794
coprime,9,109894,3862,3862,1359976,1359976,153043,153043,3847,3847,1.0,0.035142955939359746,0.035142955939359746,12.375343512839645,12.375343512839645,1.3926420004731832,1.3926420004731832,0.035006460771288696,0.035006460771288696
diet,diet,1851741,24,24,4894760,4894760,36,36,12,12,1.0,1.2960775832041306e-05,1.2960775832041306e-05,2.643328629651771,2.643328629651771,1.944116374806196e-05,1.944116374806196e-05,6.480387916020653e-06,6.480387916020653e-06
discreteTomography,discrete_tomography1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
discreteTomography,discrete_tomography2,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
discreteTomography,discrete_tomography3,716,24,24,867,867,24,24,24,24,1.0,0.0335195530726257,0.0335195530726257,1.2108938547486034,1.2108938547486034,0.0335195530726257,0.0335195530726257,0.0335195530726257,0.0335195530726257
discreteTomography,discrete_tomography4,1000,26,26,1206,1206,26,26,26,26,1.0,0.026,0.026,1.206,1.206,0.026,0.026,0.026,0.026
discreteTomography,discrete_tomography5,943,28,28,1148,1148,28,28,28,28,1.0,0.029692470837751856,0.029692470837751856,1.2173913043478262,1.2173913043478262,0.029692470837751856,0.029692470837751856,0.029692470837751856,0.029692470837751856
discreteTomography,discrete_tomography6,937,27,27,1139,1139,27,27,27,27,1.0,0.0288153681963714,0.0288153681963714,1.215581643543223,1.215581643543223,0.0288153681963714,0.0288153681963714,0.0288153681963714,0.0288153681963714
discreteTomography,discrete_tomography7,298917,241,241,330433,330433,241,241,241,241,1.0,0.0008062438737174533,0.0008062438737174533,1.105433949892445,1.105433949892445,0.0008062438737174533,0.0008062438737174533,0.0008062438737174533,0.0008062438737174533
discreteTomography,discrete_tomography8,297301,241,241,328817,328817,241,241,241,241,1.0,0.0008106262676546665,0.0008106262676546665,1.1060070433668234,1.1060070433668234,0.0008106262676546665,0.0008106262676546665,0.0008106262676546665,0.0008106262676546665
discreteTomography,discrete_tomography9,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
efpa,efpa1,54973,2804,903,51365,51365,2804,903,2804,903,1.0,0.051006857912065925,0.016426245611482,0.9343677805468139,0.9343677805468139,0.051006857912065925,0.016426245611482,0.051006857912065925,0.016426245611482
efpa,efpa10,9923,931,421,8820,8820,931,421,931,421,1.0,0.09382243273203668,0.042426685478182,0.8888440995666633,0.8888440995666633,0.09382243273203668,0.042426685478182,0.09382243273203668,0.042426685478182
efpa,efpa11,17775,1337,551,15490,15490,1337,551,1337,551,1.0,0.07521800281293953,0.0309985935302391,0.8714486638537271,0.8714486638537271,0.07521800281293953,0.0309985935302391,0.07521800281293953,0.0309985935302391
efpa,efpa12,22014,1609,646,18860,18860,1609,646,1609,646,1.0,0.07308985191241937,0.02934496229672027,0.8567275370218952,0.8567275370218952,0.07308985191241937,0.02934496229672027,0.07308985191241937,0.02934496229672027
efpa,efpa13,40933,2530,912,33800,33800,2530,912,2530,912,1.0,0.06180832091466543,0.022280311728922874,0.8257396232868346,0.8257396232868346,0.06180832091466543,0.022280311728922874,0.06180832091466543,0.022280311728922874
efpa,efpa14,48487,2930,1031,39443,39443,2930,1031,2930,1031,1.0,0.0604285684822736,0.021263431435230063,0.813475777012395,0.813475777012395,0.0604285684822736,0.021263431435230063,0.0604285684822736,0.021263431435230063
efpa,efpa15,35301,2329,895,30503,30503,2329,895,2329,895,1.0,0.0659754681170505,0.025353389422395966,0.8640831704484292,0.8640831704484292,0.0659754681170505,0.025353389422395966,0.0659754681170505,0.025353389422395966
efpa,efpa16,41942,2709,1014,35803,35803,2709,1014,2709,1014,1.0,0.06458919460206952,0.024176243383720375,0.8536312049973773,0.8536312049973773,0.06458919460206952,0.024176243383720375,0.06458919460206952,0.024176243383720375
efpa,efpa17,8118,769,360,7294,7294,769,360,769,360,1.0,0.09472776545947277,0.04434589800443459,0.8984971667898497,0.8984971667898497,0.09472776545947277,0.04434589800443459,0.09472776545947277,0.04434589800443459
efpa,efpa18,10372,951,433,9164,9164,951,433,951,433,1.0,0.0916891631315079,0.04174701118395681,0.8835325877362129,0.8835325877362129,0.0916891631315079,0.04174701118395681,0.0916891631315079,0.04174701118395681
efpa,efpa19,18710,1362,562,16266,16266,1362,562,1362,562,1.0,0.07279529663281667,0.030037413148049173,0.8693746659540352,0.8693746659540352,0.07279529663281667,0.030037413148049173,0.07279529663281667,0.030037413148049173
efpa,efpa2,73786,3649,1159,66891,66891,3649,1159,3649,1159,1.0,0.04945382592903803,0.015707586805084977,0.9065540888515436,0.9065540888515436,0.04945382592903803,0.015707586805084977,0.04945382592903803,0.015707586805084977
efpa,efpa20,23073,1634,657,19734,19734,1634,657,1634,657,1.0,0.0708187058466606,0.028474840722922896,0.855285398517748,0.855285398517748,0.0708187058466606,0.028474840722922896,0.0708187058466606,0.028474840722922896
efpa,efpa21,21894,1819,745,18520,18520,1819,745,1819,745,1.0,0.08308212295606102,0.0340275874668859,0.8458938521969489,0.8458938521969489,0.08308212295606102,0.0340275874668859,0.08308212295606102,0.0340275874668859
efpa,efpa22,25380,2071,828,21307,21307,2071,828,2071,828,1.0,0.08159968479117416,0.032624113475177303,0.8395193065405832,0.8395193065405832,0.08159968479117416,0.032624113475177303,0.08159968479117416,0.032624113475177303
efpa,efpa23,45287,2902,1057,37186,37186,2902,1057,2902,1057,1.0,0.06408019961578378,0.023340031355576656,0.8211186433192749,0.8211186433192749,0.06408019961578378,0.023340031355576656,0.06408019961578378,0.023340031355576656
efpa,efpa24,51797,3264,1162,42184,42184,3264,1162,3264,1162,1.0,0.06301523254242523,0.02243373168330212,0.8144101009710987,0.8144101009710987,0.06301523254242523,0.02243373168330212,0.06301523254242523,0.02243373168330212
efpa,efpa3,113910,4963,1464,104153,104153,4963,1464,4963,1464,1.0,0.04356948468088842,0.012852251777719252,0.9143446580633834,0.9143446580633834,0.04356948468088842,0.012852251777719252,0.04356948468088842,0.012852251777719252
efpa,efpa4,145589,6193,1797,129737,129737,6193,1797,6193,1797,1.0,0.042537554348199384,0.012342965471292475,0.8911181476622547,0.8911181476622547,0.042537554348199384,0.012342965471292475,0.042537554348199384,0.012342965471292475
efpa,efpa5,209585,8127,2199,187772,187772,8127,2199,8127,2199,1.0,0.03877663000691844,0.010492163084190185,0.8959228952453658,0.8959228952453658,0.03877663000691844,0.010492163084190185,0.03877663000691844,0.010492163084190185
efpa,efpa6,258851,9844,2619,226616,226616,9844,2619,9844,2619,1.0,0.03802960004017755,0.01011778977094931,0.8754688990963914,0.8754688990963914,0.03802960004017755,0.01011778977094931,0.03802960004017755,0.01011778977094931
efpa,efpa7,7057,662,292,6178,6178,662,292,662,292,1.0,0.09380756695479665,0.04137735581691937,0.875442822729205,0.875442822729205,0.09380756695479665,0.04137735581691937,0.09380756695479665,0.04137735581691937
efpa,efpa8,9366,842,363,7974,7974,842,363,842,363,1.0,0.08989963698483878,0.038757206918641894,0.8513773222293401,0.8513773222293401,0.08989963698483878,0.038757206918641894,0.08989963698483878,0.038757206918641894
efpa,efpa9,7712,749,348,6973,6973,749,348,749,348,1.0,0.09712136929460581,0.04512448132780083,0.9041753112033195,0.9041753112033195,0.09712136929460581,0.04512448132780083,0.09712136929460581,0.04512448132780083
farm_puzzle1,farm,48,10,10,68,68,10,10,10,10,1.0,0.20833333333333334,0.20833333333333334,1.4166666666666667,1.4166666666666667,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334
farm_puzzle2,farm,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
